pid	filename	suggested_action	reason
3480	BELLA_+_CANVAS_3480_Green_Triblend_Side_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 3480 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['3480']
3480	BELLA_+_CANVAS_3480_Green_Triblend_Front_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 3480 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['3480']
3480	BELLA_+_CANVAS_3480_Asphalt_Side_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 3480 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['3480']
3480	BELLA_+_CANVAS_3480_Teal_Back_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 3480 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['3480']
3480	BELLA_+_CANVAS_3480_Orange_Front_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 3480 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['3480']
3480	BELLA_+_CANVAS_3480_Orange_Back_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 3480 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['3480']
3480	BELLA_+_CANVAS_3480_Green_Triblend_Back_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 3480 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['3480']
3480	BELLA_+_CANVAS_3480_Navy_Front_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 3480 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['3480']
3480	BELLA_+_CANVAS_3480_Orange_Side_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 3480 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['3480']
3480	BELLA_+_CANVAS_3480_Navy_Back_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 3480 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['3480']
3480	BELLA_+_CANVAS_3480_White_Back_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 3480 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['3480']
3480	BELLA_+_CANVAS_3480_Asphalt_Back_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 3480 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['3480']
3480	BELLA_+_CANVAS_3480_White_Front_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 3480 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['3480']
3480	BELLA_+_CANVAS_3480_Asphalt_Front_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 3480 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['3480']
6003	BELLA_+_CANVAS_6003_Athletic_Heather_DirectSide_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 6003 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['6003']
6003	BELLA_+_CANVAS_6003_Black_DirectSide_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 6003 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['6003']
6003	BELLA_+_CANVAS_6003_White_Back_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 6003 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['6003']
6003	BELLA_+_CANVAS_6003_Dark_Grey_Heather_Front_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 6003 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['6003']
6003	BELLA_+_CANVAS_6003_Black_Back_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 6003 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['6003']
6003	BELLA_+_CANVAS_6003_White_DirectSide_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 6003 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['6003']
6003	BELLA_+_CANVAS_6003_Athletic_Heather_Back_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 6003 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['6003']
6003	BELLA_+_CANVAS_6003_White_Front_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 6003 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['6003']
6003	BELLA_+_CANVAS_6003_Athletic_Heather_Front_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 6003 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['6003']
6008	BELLA_+_CANVAS_6008_Red_DirectSide_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 6008 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['6008']
6008	BELLA_+_CANVAS_6008_Dark_Grey_Heather_DirectSide_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 6008 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['6008']
6008	BELLA_+_CANVAS_6008_Red_Front_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 6008 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['6008']
6008	BELLA_+_CANVAS_6008_Navy_Front_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 6008 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['6008']
6008	BELLA_+_CANVAS_6008_True_Royal_Front_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 6008 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['6008']
6008	BELLA_+_CANVAS_6008_True_Royal_DirectSide_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 6008 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['6008']
6008	BELLA_+_CANVAS_6008_Teal_DirectSide_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 6008 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['6008']
6008	BELLA_+_CANVAS_6008_True_Royal_Back_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 6008 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['6008']
6008	BELLA_+_CANVAS_6008_Teal_Back_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 6008 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['6008']
6008	BELLA_+_CANVAS_6008_Dark_Grey_Heather_Back_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 6008 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['6008']
6008	BELLA_+_CANVAS_6008_Red_Back_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 6008 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['6008']
6008	BELLA_+_CANVAS_6008_Dark_Grey_Heather_Front_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 6008 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['6008']
6008	BELLA_+_CANVAS_6008_Black_Front_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 6008 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['6008']
6008	BELLA_+_CANVAS_6008_Black_Back_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 6008 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['6008']
6008	BELLA_+_CANVAS_6008_Athletic_Heather_Back_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 6008 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['6008']
6008	BELLA_+_CANVAS_6008_Black_DirectSide_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 6008 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['6008']
6008	BELLA_+_CANVAS_6008_Athletic_Heather_Front_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 6008 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['6008']
6008	BELLA_+_CANVAS_6008_White_Front_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 6008 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['6008']
6008	BELLA_+_CANVAS_6008_White_Back_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 6008 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['6008']
6008	BELLA_+_CANVAS_6008_Athletic_Heather_DirectSide_High.jpg	KEEP-WHITELIST-BELLA_+_CANVAS	Branded prefix "BELLA_+_CANVAS_" with embedded pid 6008 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['6008']
1466	Comfort_Colors_1466_Blue_Jean_Front_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_Blue_Jean_DirectSide_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_Pepper_Back_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_Peachy_Front_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_Crimson_Front_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_Black_Front_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_Hydrangea_DirectSide_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_Butter_Front_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_Ivory_Front_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_Peachy_Back_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_Hydrangea_Front_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_Butter_DirectSide_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_Grey_Front_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_Crimson_Back_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_Grey_Back_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_Peachy_DirectSide_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_Ivory_DirectSide_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_Blue_Jean_Back_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_White_Back_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_White_DirectSide_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_Pepper_DirectSide_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_Neon_Violet_Back_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_Espresso_Front_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_Hydrangea_Back_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_Espresso_DirectSide_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_Grey_DirectSide_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_Neon_Violet_DirectSide_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_Black_Back_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_Ivory_Back_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_Espresso_Back_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_Neon_Violet_Front_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_Butter_Back_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_Pepper_Front_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_Black_DirectSide_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_White_Front_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1466	Comfort_Colors_1466_Crimson_DirectSide_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1466 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1466']
1467	Comfort_Colors_1467_Peachy_DirectSide_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1467 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1467']
1467	Comfort_Colors_1467_Pepper_Front_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1467 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1467']
1467	Comfort_Colors_1467_Peachy_Back_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1467 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1467']
1467	Comfort_Colors_1467_Pepper_Back_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1467 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1467']
1467	Comfort_Colors_1467_Pepper_DirectSide_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1467 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1467']
1467	Comfort_Colors_1467_Crimson_Back_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1467 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1467']
1467	Comfort_Colors_1467_Grey_DirectSide_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1467 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1467']
1467	Comfort_Colors_1467_White_DirectSide_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1467 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1467']
1467	Comfort_Colors_1467_White_Front_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1467 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1467']
1467	Comfort_Colors_1467_Hydrangea_DirectSide_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1467 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1467']
1467	Comfort_Colors_1467_Black_Front_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1467 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1467']
1467	Comfort_Colors_1467_Ivory_Front_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1467 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1467']
1467	Comfort_Colors_1467_Black_DirectSide_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1467 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1467']
1467	Comfort_Colors_1467_Hydrangea_Front_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1467 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1467']
1467	Comfort_Colors_1467_Butter_Front_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1467 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1467']
1467	Comfort_Colors_1467_Ivory_DirectSide_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1467 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1467']
1467	Comfort_Colors_1467_Crimson_DirectSide_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1467 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1467']
1467	Comfort_Colors_1467_Grey_Back_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1467 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1467']
1467	Comfort_Colors_1467_Ivory_Back_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1467 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1467']
1467	Comfort_Colors_1467_Neon_Violet_DirectSide_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1467 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1467']
1467	Comfort_Colors_1467_Peachy_Front_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1467 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1467']
1467	Comfort_Colors_1467_Black_Back_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1467 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1467']
1467	Comfort_Colors_1467_Neon_Violet_Front_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1467 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1467']
1467	Comfort_Colors_1467_White_Back_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1467 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1467']
1467	Comfort_Colors_1467_Butter_DirectSide_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1467 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1467']
1467	Comfort_Colors_1467_Butter_Back_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1467 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1467']
1467	Comfort_Colors_1467_Blue_Jean_DirectSide_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1467 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1467']
1467	Comfort_Colors_1467_Neon_Violet_Back_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1467 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1467']
1467	Comfort_Colors_1467_Grey_Front_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1467 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1467']
1467	Comfort_Colors_1467_Blue_Jean_Back_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1467 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1467']
1467	Comfort_Colors_1467_Hydrangea_Back_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1467 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1467']
1467	Comfort_Colors_1467_Blue_Jean_Front_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1467 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1467']
1467	Comfort_Colors_1467_Crimson_Front_High.jpg	KEEP-WHITELIST-Comfort_Colors	Branded prefix "Comfort_Colors_" with embedded pid 1467 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['1467']
112	Richardson_112_Loden-_Black_Back_High.jpg	KEEP-WHITELIST-Richardson	Branded prefix "Richardson_" with embedded pid 112 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['112']
112	Richardson_112_Khaki-_Coffee_DirectSide_High.jpg	KEEP-WHITELIST-Richardson	Branded prefix "Richardson_" with embedded pid 112 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['112']
112	Richardson_112_Heather_Grey-_Black_Back_High.jpg	KEEP-WHITELIST-Richardson	Branded prefix "Richardson_" with embedded pid 112 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['112']
112	Richardson_112_Black-_Vegas_Gold_Front_High.jpg	KEEP-WHITELIST-Richardson	Branded prefix "Richardson_" with embedded pid 112 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['112']
112	Richardson_112_Heather_Grey-_Dark_Green_Back_High.jpg	KEEP-WHITELIST-Richardson	Branded prefix "Richardson_" with embedded pid 112 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['112']
112	Richardson_112_Charcoal-_Navy_Back_High.jpg	KEEP-WHITELIST-Richardson	Branded prefix "Richardson_" with embedded pid 112 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['112']
112	Richardson_112_Dark_Green-_White_Front_High.jpg	KEEP-WHITELIST-Richardson	Branded prefix "Richardson_" with embedded pid 112 matches parent — propose adding to KNOWN_SUPPLIER_PREFIXES['112']
